ID,V8,V9,V10,Q1,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q12_1_Group,Q12_2_Group,Q12_3_Group,Q12_4_Group,Q12_5_Group,Q12_6_Group,Q12_7_Group,Q12_8_Group,Q12_9_Group,Q12_10_Group,Q12_11_Group,Q12_12_Group,Q12_13_Group,Q12_14_Group,Q12_15_Group,Q12_23_Group,Q12_16_Group,Q12_17_Group,Q12_18_Group,Q12_19_Group,Q12_20_Group,Q12_21_Group,Q12_22_Group
1265817,2011-05-16 19:25:45,2011-05-16 19:42:08,1,1,100,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471529,2011-05-16 19:37:09,2011-05-16 19:48:26,1,1,100,1,1,1,NA,NA,NA,NA,NA,0,2,2,0,1,2,2,2,2,2,2,2,0,2,2,2,1,2,2,0,2,0,0
479744,2011-05-16 19:37:02,2011-05-16 19:49:22,1,1,100,1,1,1,NA,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,0,2,2,2,2,1,2
86332,2011-05-16 19:36:34,2011-05-16 19:50:07,1,1,95,1,1,1,1,1,1,1,NA,0,1,0,0,1,2,2,1,1,2,1,0,0,1,1,1,1,0,0,0,2,0,1
1155183,2011-05-16 19:37:08,2011-05-16 19:51:55,1,1,75,NA,1,1,NA,1,NA,NA,NA,2,0,0,0,1,2,1,2,2,1,0,1,1,1,1,1,2,1,0,0,1,1,1
535708,2011-05-16 19:37:30,2011-05-16 19:55:27,1,1,100,1,1,1,NA,1,1,NA,NA,1,2,1,NA,NA,2,2,2,0,0,1,0,0,2,0,1,NA,1,1,NA,2,0,NA
1016364,2011-05-16 19:50:18,2011-05-16 19:57:28,1,1,100,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1269963,2011-05-16 19:47:46,2011-05-16 19:59:06,1,1,100,1,1,1,NA,1,1,NA,NA,1,1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,0,2,2,1,1,0,1
1246337,2011-05-16 19:46:10,2011-05-16 19:59:49,1,1,100,1,1,NA,NA,1,1,1,NA,0,1,0,0,1,2,1,1,2,0,2,1,2,1,0,1,2,2,1,0,0,0,0
341057,2011-05-16 19:52:23,2011-05-16 20:00:52,1,1,30,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
1634850,2011-05-16 19:54:03,2011-05-16 20:01:45,1,1,95,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,2,2,NA,2,2,2,2,NA,NA,2,NA,0,0,NA,0,2
1092217,2011-05-16 19:50:41,2011-05-16 20:02:12,1,1,82,1,1,1,1,NA,1,1,NA,1,2,1,2,2,2,2,2,2,0,2,1,2,2,1,2,0,1,1,2,2,2,2
216193,2011-05-16 19:50:59,2011-05-16 20:05:20,1,1,100,1,1,NA,NA,NA,1,NA,NA,0,2,0,1,0,2,0,2,0,2,1,2,2,2,1,2,2,2,0,0,2,1,2
499362,2011-05-16 19:40:13,2011-05-16 20:05:59,1,1,90,1,1,1,NA,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,0,2,1,1,2,1,2
147088,2011-05-16 19:56:00,2011-05-16 20:07:41,1,1,90,1,1,NA,NA,NA,1,NA,NA,1,1,0,0,1,2,2,2,2,0,1,1,1,1,0,1,1,2,0,0,0,1,0
722191,2011-05-16 19:59:10,2011-05-16 20:09:34,1,1,98,1,1,1,NA,1,1,1,NA,2,2,2,0,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0,0,2,2,2
1245599,2011-05-16 19:48:44,2011-05-16 20:10:12,1,1,76,1,NA,NA,NA,NA,1,NA,1,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,1,2,0,0,0,1,0,1
806061,2011-05-16 20:06:02,2011-05-16 20:10:27,1,1,80,1,1,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
1285656,2011-05-16 18:43:20,2011-05-16 20:10:53,1,1,72,NA,1,1,NA,NA,NA,NA,NA,0,1,0,2,0,2,1,2,0,1,1,1,2,1,0,0,2,2,0,1,1,2,1
1233176,2011-05-16 20:01:40,2011-05-16 20:11:33,1,1,100,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA
282676,2011-05-16 20:07:45,2011-05-16 20:17:16,1,1,100,NA,1,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
36719,2011-05-16 20:06:46,2011-05-16 20:18:46,1,1,100,1,1,1,NA,NA,1,NA,NA,2,0,1,0,0,2,1,2,2,1,0,1,0,1,0,2,2,0,0,0,1,0,0
1241209,2011-05-16 20:05:21,2011-05-16 20:19:33,1,1,100,1,1,1,NA,1,NA,1,NA,2,1,0,0,2,2,2,2,1,0,0,0,0,2,0,0,1,2,0,0,2,1,1
1622279,2011-05-16 20:07:06,2011-05-16 20:22:04,1,1,100,1,1,1,1,NA,1,1,NA,2,2,0,0,1,2,1,1,0,1,0,2,0,1,0,0,2,0,0,0,2,2,2
1294704,2011-05-16 20:05:03,2011-05-16 20:23:30,1,1,92,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,0,1,2,1,2,1,1,2,0,0,2,0,0,1,0,0,0,2,1,2
1235465,2011-05-16 20:14:19,2011-05-16 20:23:58,1,1,100,NA,1,1,NA,NA,NA,NA,NA,2,0,2,2,1,2,2,1,1,0,2,2,1,1,0,0,0,1,1,1,0,0,0
549268,2011-05-16 20:13:50,2011-05-16 20:25:47,1,1,51,1,1,1,NA,NA,1,1,1,2,0,2,1,1,2,2,2,2,2,2,1,0,1,0,2,0,1,1,1,0,0,0
1262844,2011-05-16 20:15:00,2011-05-16 20:26:54,1,1,94,NA,1,1,NA,1,NA,NA,NA,1,2,1,0,0,2,1,1,2,0,0,0,1,1,1,1,0,0,0,1,1,1,2
846931,2011-05-16 20:21:33,2011-05-16 20:33:44,1,1,100,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
540973,2011-05-16 20:26:01,2011-05-16 20:35:46,1,1,70,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,0,1,1,0,1,1,2,0,0,0,0,2,2,2
1280762,2011-05-16 20:18:16,2011-05-16 20:36:37,1,1,100,NA,1,1,1,NA,NA,NA,NA,2,0,1,0,2,2,2,2,1,2,1,1,1,2,0,1,0,0,0,0,1,1,1
286635,2011-05-16 20:26:36,2011-05-16 20:38:30,1,1,97,NA,1,1,1,NA,1,NA,NA,1,1,0,0,2,2,2,1,0,2,1,0,0,2,0,0,2,0,0,0,0,1,0
1654120,2011-05-16 20:28:27,2011-05-16 20:38:47,1,1,100,NA,1,NA,1,NA,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,2,0,1,1,1,1,0
675189,2011-05-16 20:27:13,2011-05-16 20:38:48,1,1,95,1,1,1,1,NA,NA,NA,NA,2,1,0,0,1,2,1,2,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0
869075,2011-05-16 20:29:15,2011-05-16 20:39:23,1,1,100,1,1,NA,NA,NA,NA,1,NA,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1164095,2011-05-16 20:27:19,2011-05-16 20:41:57,1,1,100,NA,1,1,NA,1,1,NA,NA,2,1,0,0,1,2,1,2,1,1,1,2,1,1,2,1,2,0,1,0,1,0,1
1236651,2011-05-16 20:30:47,2011-05-16 20:43:50,1,1,40,1,1,1,NA,NA,1,NA,1,0,1,1,0,0,2,1,0,2,1,1,0,2,1,1,1,1,0,0,1,1,0,1
872216,2011-05-16 20:36:48,2011-05-16 20:49:18,1,1,100,1,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2
701905,2011-05-16 20:34:31,2011-05-16 20:50:04,1,1,100,1,1,NA,NA,1,NA,NA,NA,1,2,1,1,2,2,1,1,1,0,1,2,2,2,2,1,2,2,1,2,2,2,2
1244831,2011-05-16 20:47:44,2011-05-16 20:50:47,1,1,100,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239256,2011-05-16 20:42:32,2011-05-16 20:57:45,1,1,25,1,NA,NA,NA,1,1,1,1,0,2,0,1,0,0,2,2,1,1,1,1,0,1,1,1,2,1,0,1,2,0,2
1237983,2011-05-16 20:43:03,2011-05-16 20:59:45,1,1,100,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,2,0,2,1,2
1675051,2011-05-16 20:45:26,2011-05-16 21:00:16,1,1,100,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,0,2,2,2,1,1,1,0,1,1,1,1,0,0,0
1264583,2011-05-16 20:47:26,2011-05-16 21:00:44,1,1,71,1,1,1,1,1,NA,1,NA,0,1,1,1,1,2,2,2,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0
809276,2011-05-16 20:50:32,2011-05-16 21:02:45,1,1,15,1,1,NA,NA,NA,1,1,1,2,1,1,0,1,2,2,2,2,1,2,1,1,2,0,1,0,0,0,0,1,0,0
1081439,2011-05-16 20:49:49,2011-05-16 21:03:21,1,1,100,1,1,1,NA,1,1,1,1,0,2,2,0,2,1,2,2,2,2,1,2,2,2,2,2,0,1,2,1,2,0,2
1249925,2011-05-16 20:53:43,2011-05-16 21:07:11,1,1,100,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,2,2,0,2,0,1,1,0,0,0,1,1,1
1271910,2011-05-16 21:00:41,2011-05-16 21:14:54,1,1,100,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
612958,2011-05-16 21:03:35,2011-05-16 21:17:04,1,1,19,1,1,NA,NA,NA,NA,1,NA,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,0,1
474958,2011-05-16 21:06:49,2011-05-16 21:17:57,1,1,100,1,1,1,NA,NA,1,1,NA,2,0,1,1,2,0,2,0,2,2,2,2,2,0,0,1,0,2,2,1,1,2,2
451895,2011-05-16 21:10:25,2011-05-16 21:21:15,1,1,95,1,1,NA,1,1,1,NA,NA,0,2,0,0,1,2,0,2,2,2,2,0,2,2,2,1,2,0,0,0,2,1,2
431918,2011-05-16 21:13:22,2011-05-16 21:22:00,1,1,100,1,1,1,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2
1280848,2011-05-16 21:11:22,2011-05-16 21:22:21,1,1,90,1,1,1,NA,NA,NA,NA,NA,2,0,0,1,0,2,0,2,1,2,1,1,0,2,1,0,2,1,0,0,0,1,2
1057283,2011-05-16 21:12:57,2011-05-16 21:25:17,1,1,100,1,1,1,1,1,NA,NA,NA,1,2,0,0,2,1,2,1,2,1,1,0,0,2,0,1,1,0,0,2,2,0,1
1122824,2011-05-16 21:15:23,2011-05-16 21:29:33,1,1,71,1,NA,NA,NA,1,NA,1,NA,2,2,0,1,1,2,2,1,1,0,2,1,1,0,1,2,0,1,1,1,1,0,2
809803,2011-05-16 21:09:02,2011-05-16 21:32:10,1,1,91,1,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2
541096,2011-05-16 21:18:06,2011-05-16 21:33:21,1,1,90,1,1,1,NA,1,1,NA,NA,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,2
1235436,2011-05-16 21:20:25,2011-05-16 21:34:43,1,1,100,1,1,1,NA,1,1,1,NA,0,2,2,1,1,0,2,2,0,0,1,1,1,2,2,2,0,0,1,2,2,2,2
1669254,2011-05-16 21:17:46,2011-05-16 21:34:44,1,1,100,NA,1,1,NA,1,NA,1,NA,2,1,2,0,2,2,2,2,2,1,1,2,2,2,0,1,0,1,0,0,0,1,2
799175,2011-05-16 21:18:23,2011-05-16 21:35:18,1,1,100,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,2,1,2,0,0,0,1,1,0,0,2,1,0
764058,2011-05-16 21:20:49,2011-05-16 21:37:35,1,1,100,NA,1,NA,NA,NA,NA,NA,NA,2,1,0,1,2,2,2,2,2,2,2,2,1,2,0,2,1,1,1,0,1,0,1
663927,2011-05-16 21:33:18,2011-05-16 21:45:26,1,1,5,1,1,NA,NA,NA,1,NA,NA,2,1,0,0,2,2,2,2,2,2,1,1,0,2,1,2,2,0,1,0,0,1,1
1265485,2011-05-16 21:32:32,2011-05-16 21:45:53,1,1,100,NA,NA,1,NA,NA,1,1,NA,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,NA,0,1,1,1,2,2,2
1261971,2011-05-16 21:35:13,2011-05-16 21:47:43,1,1,100,1,1,1,1,1,1,1,1,2,1,1,0,1,2,2,2,2,1,1,0,1,2,0,0,1,2,0,0,2,0,2
698318,2011-05-16 21:42:29,2011-05-16 21:54:27,1,1,100,1,1,1,1,NA,1,NA,NA,1,0,0,0,2,0,2,1,0,2,1,0,0,2,0,1,2,2,1,1,1,0,0
368857,2011-05-16 21:44:02,2011-05-16 21:58:53,1,1,100,1,1,1,1,1,1,1,NA,1,0,2,0,1,1,1,0,2,1,1,1,0,2,0,0,0,1,1,0,0,1,0
1251999,2011-05-16 21:50:46,2011-05-16 22:01:00,1,1,52,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,1,1,0,0,2,0,0,2,1,1,1,1,0,0,1,0,0
1261420,2011-05-16 21:57:51,2011-05-16 22:15:42,1,1,60,1,1,1,NA,NA,NA,NA,NA,2,2,1,0,1,2,1,2,2,1,2,2,1,2,0,1,0,1,1,0,2,1,2
1255276,2011-05-16 22:05:15,2011-05-16 22:23:47,1,1,75,1,1,1,NA,1,1,1,NA,2,2,1,0,0,2,1,2,2,0,2,2,0,1,2,2,1,1,0,0,0,0,1
1248450,2011-05-16 22:07:09,2011-05-16 22:25:32,1,1,100,1,1,1,NA,1,1,1,1,2,1,1,0,2,2,1,2,2,0,1,1,0,2,1,2,0,0,0,1,1,0,2
843889,2011-05-16 22:15:28,2011-05-16 22:29:13,1,1,100,1,NA,1,1,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,NA,NA
624152,2011-05-16 22:23:24,2011-05-16 22:32:05,1,1,100,1,1,1,NA,NA,1,NA,NA,1,1,2,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1
1625516,2011-05-16 22:24:14,2011-05-16 22:38:08,1,1,99,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
1229248,2011-05-16 22:17:23,2011-05-16 22:41:03,1,1,100,1,1,1,NA,1,NA,NA,NA,0,2,1,1,1,2,2,0,0,1,2,2,1,0,2,2,0,1,1,2,2,0,2
1276997,2011-05-16 21:24:11,2011-05-16 22:43:21,1,1,95,1,1,1,NA,1,1,1,1,2,0,0,0,2,2,2,2,1,1,1,2,2,1,0,1,0,2,0,0,0,0,0
1256930,2011-05-16 22:44:44,2011-05-16 22:58:14,1,1,100,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,1,0,1,1,NA,NA,NA
362339,2011-05-16 22:32:12,2011-05-16 22:59:04,1,1,100,1,1,NA,1,1,NA,NA,NA,1,1,2,0,2,2,2,2,1,2,2,1,2,2,1,2,1,2,0,1,1,0,1
658291,2011-05-16 22:52:16,2011-05-16 23:01:09,1,1,100,1,1,1,1,1,1,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,2,NA,NA,NA,2,0,NA,2,0,0,NA,0,0,NA
1654847,2011-05-16 22:49:23,2011-05-16 23:04:06,1,1,100,1,1,1,NA,1,1,NA,NA,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,0,2,2,2,2,1,2
1243483,2011-05-16 22:43:56,2011-05-16 23:04:34,1,1,90,1,1,1,NA,1,1,1,NA,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,0,2,1,1,1,1,1
1663751,2011-05-16 23:02:23,2011-05-16 23:08:30,1,1,100,1,NA,NA,1,1,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1,1,0,0,0
726819,2011-05-16 22:46:37,2011-05-16 23:10:22,1,1,100,1,1,1,NA,1,1,1,1,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,1,NA,1,NA,0,NA,0,1,NA,1,1,NA
738658,2011-05-16 22:59:13,2011-05-16 23:16:18,1,1,100,1,NA,NA,NA,1,1,NA,NA,1,0,0,0,0,1,1,1,2,2,1,0,1,2,2,2,2,1,0,0,0,2,0
37601,2011-05-16 23:06:01,2011-05-16 23:21:13,1,1,50,1,1,NA,NA,NA,NA,1,1,1,2,0,0,2,2,2,2,1,2,1,1,0,1,0,0,1,2,0,0,2,1,2
1676817,2011-05-16 23:16:08,2011-05-16 23:31:54,1,1,53,NA,1,1,NA,1,NA,NA,NA,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,1,2
774203,2011-05-16 23:33:02,2011-05-16 23:43:54,1,1,90,1,1,1,1,1,NA,1,NA,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,0,1,1,1,1,0,1
1195279,2011-05-16 23:34:45,2011-05-16 23:48:50,1,1,79,1,NA,NA,NA,1,NA,NA,NA,1,1,1,0,1,1,1,2,1,2,1,2,1,1,0,1,1,2,0,0,0,2,1
1191426,2011-05-16 23:46:29,2011-05-16 23:59:32,1,1,90,1,1,NA,1,NA,NA,NA,1,0,1,0,0,2,0,0,1,1,0,0,2,1,0,1,0,1,2,0,0,1,1,1
515469,2011-05-17 00:05:07,2011-05-17 00:15:12,1,1,82,1,NA,1,NA,1,1,NA,NA,2,2,1,0,2,2,2,2,2,0,1,0,1,2,1,1,1,2,1,1,1,0,2
1666273,2011-05-17 00:26:50,2011-05-17 00:36:00,1,1,100,NA,1,1,NA,NA,NA,1,NA,0,2,0,2,1,2,1,1,0,0,0,0,1,0,1,1,2,1,2,1,2,0,2
1250127,2011-05-17 01:43:48,2011-05-17 02:08:50,1,1,29,NA,1,1,NA,NA,1,NA,NA,1,1,1,0,2,2,1,2,2,0,2,1,1,2,2,2,0,0,2,2,2,1,1
1622380,2011-05-17 02:28:02,2011-05-17 02:46:34,1,1,100,1,1,1,1,1,1,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,1,0,0,1,2,0,NA
1125932,2011-05-17 05:20:31,2011-05-17 05:29:46,1,1,100,1,1,1,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0
952882,2011-05-17 05:48:18,2011-05-17 05:56:22,1,1,100,1,NA,1,1,1,1,1,1,2,2,0,0,2,2,1,1,2,2,2,1,1,2,0,0,0,0,0,0,1,2,2
146707,2011-05-17 06:12:58,2011-05-17 06:26:43,1,1,91,1,1,NA,NA,NA,1,NA,NA,2,1,0,0,1,2,1,2,0,1,2,2,1,1,0,0,0,1,1,0,1,0,1
658398,2011-05-17 06:18:47,2011-05-17 06:29:15,1,1,100,1,1,1,1,1,1,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0,1,NA,NA,1,0,0,NA,NA
1205651,2011-05-16 20:17:47,2011-05-17 06:36:45,1,1,100,NA,1,1,1,1,NA,1,NA,2,0,0,0,2,1,2,2,1,1,2,1,1,2,2,1,0,0,1,1,1,0,0
834917,2011-05-17 06:29:54,2011-05-17 06:38:43,1,1,100,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590896,2011-05-17 06:33:33,2011-05-17 06:45:02,1,1,80,1,1,1,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,0,0,1,1,2,2,2,2,0,1,1,0,2,1,2
1248928,2011-05-17 06:42:02,2011-05-17 06:54:22,1,1,100,1,1,NA,NA,1,NA,NA,NA,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,1,2,1,2,0,2,1,2
1000918,2011-05-17 06:48:23,2011-05-17 07:05:20,1,1,100,NA,NA,NA,NA,NA,1,NA,NA,0,2,2,2,1,1,0,2,0,0,1,0,2,1,2,2,0,1,1,1,2,0,2
991658,2011-05-17 06:48:16,2011-05-17 07:05:58,1,1,60,1,1,NA,NA,1,1,NA,1,2,1,2,0,2,2,2,2,2,2,2,1,0,2,0,1,2,1,0,0,1,0,1
1245200,2011-05-17 06:57:35,2011-05-17 07:10:10,1,1,100,1,1,1,1,1,1,1,1,1,2,0,1,0,0,1,1,1,0,1,0,0,2,0,2,2,1,0,1,2,0,2
1281131,2011-05-17 06:51:33,2011-05-17 07:11:51,1,1,100,1,1,1,NA,NA,NA,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
1241443,2011-05-17 07:01:22,2011-05-17 07:12:25,1,1,90,NA,1,1,NA,NA,1,NA,NA,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,0,0,0,1,1,2
1248706,2011-05-17 07:20:21,2011-05-17 07:30:22,1,1,100,1,1,1,NA,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,0,1,1,1,1,1,1
1661509,2011-05-17 07:18:44,2011-05-17 07:34:34,1,1,100,NA,1,1,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,0,2,1,1,1,2,1
1529304,2011-05-17 07:28:09,2011-05-17 07:38:37,1,1,17,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA
613872,2011-05-17 07:29:50,2011-05-17 07:40:18,1,1,100,1,1,1,NA,1,1,NA,NA,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,0,2,0,2
829055,2011-05-16 15:17:56,2011-05-17 07:40:54,1,1,50,1,1,NA,NA,NA,NA,NA,NA,1,2,0,0,1,1,1,2,2,2,2,2,2,1,1,2,1,0,0,1,2,0,2
540000,2011-05-17 07:44:20,2011-05-17 07:54:35,1,1,100,NA,1,1,NA,NA,NA,NA,NA,1,0,2,1,1,2,1,2,2,2,1,1,1,2,0,0,2,2,0,0,0,1,1
1157087,2011-05-17 07:41:22,2011-05-17 07:55:03,1,1,50,NA,NA,NA,NA,1,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,1,2,2,2
641604,2011-05-17 07:42:39,2011-05-17 07:56:22,1,1,100,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,2,2,0,1,1,2,1,1,2,2,1,1,1,2,1,1,1,0,1
589048,2011-05-17 07:56:29,2011-05-17 08:01:10,1,1,100,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252222,2011-05-17 07:53:38,2011-05-17 08:02:53,1,1,40,1,1,NA,NA,NA,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
1232301,2011-05-17 07:53:31,2011-05-17 08:05:27,1,1,100,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,0,2,2,1,2,1,1,1,1,2,1,2
408121,2011-05-17 07:52:58,2011-05-17 08:06:36,1,1,100,1,1,1,NA,1,NA,NA,NA,1,1,0,0,1,2,0,0,1,1,1,1,1,2,0,0,1,0,0,0,2,0,2
1236002,2011-05-17 07:52:40,2011-05-17 08:09:48,1,1,100,1,1,1,1,1,1,1,1,0,2,0,0,2,2,2,2,2,1,2,0,2,2,1,1,1,0,0,1,0,0,0
1249178,2011-05-17 07:55:48,2011-05-17 08:12:15,1,1,69,1,1,NA,NA,1,1,1,1,2,2,0,2,2,2,1,1,2,2,1,2,2,2,0,2,2,2,2,2,2,0,2
1620325,2011-05-17 08:19:02,2011-05-17 08:39:03,1,1,100,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
996144,2011-05-17 08:37:00,2011-05-17 08:47:52,1,1,100,1,1,1,1,1,1,1,1,0,1,1,0,1,2,1,1,2,1,2,0,0,1,1,0,0,0,0,0,1,0,1
1003818,2011-05-17 08:32:20,2011-05-17 08:48:12,1,1,100,NA,NA,1,1,1,1,NA,NA,1,2,0,0,2,1,2,2,0,2,1,0,0,2,0,0,1,1,0,0,1,1,2
1235725,2011-05-17 08:51:12,2011-05-17 09:03:06,1,1,100,1,1,1,NA,1,1,1,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0
1250133,2011-05-17 08:55:46,2011-05-17 09:04:21,1,1,100,1,1,1,1,1,1,1,1,0,2,1,0,0,2,2,0,0,2,0,1,0,1,0,0,0,1,1,2,2,1,2
1263037,2011-05-17 09:14:49,2011-05-17 09:26:49,1,1,100,1,1,1,1,1,1,1,1,1,2,0,1,1,2,1,2,1,2,2,1,2,2,0,2,2,1,0,0,2,0,2
1261797,2011-05-17 09:18:38,2011-05-17 09:28:08,1,1,100,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,1,0,2,0,1,0,2,0,2,1,0,0,1,1,0,1
1264376,2011-05-17 09:40:42,2011-05-17 09:51:40,1,1,95,1,1,1,NA,1,1,NA,NA,0,2,0,1,2,2,2,2,1,2,0,0,1,0,1,0,0,0,0,1,2,1,2
1603028,2011-05-17 10:04:29,2011-05-17 10:13:25,1,1,100,NA,NA,NA,1,NA,NA,NA,NA,0,1,0,1,1,2,1,2,0,0,0,1,0,0,1,2,2,0,0,0,1,0,1
397950,2011-05-17 10:24:25,2011-05-17 10:36:28,1,1,94,1,1,1,NA,1,1,NA,1,1,1,0,0,1,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
1231695,2011-05-17 10:38:33,2011-05-17 10:48:00,1,1,100,1,1,NA,NA,NA,NA,1,1,2,2,0,1,2,2,2,2,2,2,2,1,0,2,1,1,0,0,2,1,2,2,2
1256115,2011-05-17 10:43:25,2011-05-17 10:55:07,1,1,100,NA,1,1,1,NA,1,NA,NA,0,2,0,0,1,2,2,1,2,0,1,1,1,2,0,1,0,1,2,1,2,0,2
501333,2011-05-17 10:52:30,2011-05-17 11:00:38,1,1,50,1,1,NA,NA,NA,NA,NA,NA,0,1,1,0,1,2,1,1,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0
